train_device,test_device,fraction,epochs,freeze,recalc_scalers,MAE_mJ,MAPE_pct
RedmiNote10ProBlue,RedmiNote9,0.8,10,none,1,1153.6,26.92
RedmiNote10ProBlue,RedmiNote10ProBlue,0.8,10,none,1,537.0,11.17
RedmiNote10ProBlue,RedmiNote10ProPink,0.8,10,none,1,677.06,13.34
RedmiNote10ProBlue,RedmiNote9,0.8,20,none,1,1154.84,26.51
RedmiNote10ProBlue,RedmiNote10ProBlue,0.8,20,none,1,525.55,10.88
RedmiNote10ProBlue,RedmiNote10ProPink,0.8,20,none,1,664.44,13.06
RedmiNote10ProBlue,RedmiNote9,0.8,30,none,1,1154.95,26.79
RedmiNote10ProBlue,RedmiNote10ProBlue,0.8,30,none,1,526.0,10.92
RedmiNote10ProBlue,RedmiNote10ProPink,0.8,30,none,1,670.02,13.18
RedmiNote10ProBlue,RedmiNote9,0.8,40,none,1,1138.66,26.29
RedmiNote10ProBlue,RedmiNote10ProBlue,0.8,40,none,1,505.9,10.6
RedmiNote10ProBlue,RedmiNote10ProPink,0.8,40,none,1,656.75,12.96
RedmiNote10ProBlue,RedmiNote9,0.8,50,none,1,1154.01,26.6
RedmiNote10ProBlue,RedmiNote10ProBlue,0.8,50,none,1,527.03,10.91
RedmiNote10ProBlue,RedmiNote10ProPink,0.8,50,none,1,665.89,13.09
