train_device,test_device,fraction,epochs,freeze,recalc_scalers,MAE_mJ,MAPE_pct,source_file
RedmiNote9,RedmiNote10ProBlue,0.7,50,none,0,937.76,16.8,results_RN9_adv_none.csv
RedmiNote9,RedmiNote10ProPink,0.7,50,none,0,753.0,15.42,results_RN9_adv_none.csv
RedmiNote9,RedmiNote9,0.8,10,none,0,904.97,21.26,results_RN9_adv_none.csv
RedmiNote9,RedmiNote10ProBlue,0.8,10,none,0,793.08,15.44,results_RN9_adv_none.csv
RedmiNote9,RedmiNote10ProPink,0.8,10,none,0,726.16,15.37,results_RN9_adv_none.csv
RedmiNote9,RedmiNote9,0.8,20,none,0,849.23,20.66,results_RN9_adv_none.csv
RedmiNote9,RedmiNote10ProBlue,0.8,20,none,0,868.84,16.29,results_RN9_adv_none.csv
RedmiNote9,RedmiNote10ProPink,0.8,20,none,0,721.35,15.24,results_RN9_adv_none.csv
RedmiNote9,RedmiNote9,0.8,30,none,0,828.38,20.21,results_RN9_adv_none.csv
RedmiNote9,RedmiNote10ProBlue,0.8,30,none,0,923.9,16.8,results_RN9_adv_none.csv
RedmiNote9,RedmiNote10ProPink,0.8,30,none,0,747.49,15.44,results_RN9_adv_none.csv
RedmiNote9,RedmiNote9,0.8,40,none,0,815.3,19.91,results_RN9_adv_none.csv
RedmiNote9,RedmiNote10ProBlue,0.8,40,none,0,956.71,17.1,results_RN9_adv_none.csv
RedmiNote9,RedmiNote10ProPink,0.8,40,none,0,765.7,15.62,results_RN9_adv_none.csv
RedmiNote9,RedmiNote9,0.8,50,none,0,829.28,20.22,results_RN9_adv_none.csv
RedmiNote9,RedmiNote10ProBlue,0.8,50,none,0,928.53,16.88,results_RN9_adv_none.csv
RedmiNote9,RedmiNote10ProPink,0.8,50,none,0,748.78,15.49,results_RN9_adv_none.csv
RedmiNote9,RedmiNote9,0.1,10,cpu,0,1469.56,31.47,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProBlue,0.1,10,cpu,0,1330.42,20.64,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProPink,0.1,10,cpu,0,1124.33,18.26,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote9,0.1,20,cpu,0,1459.81,32.68,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProBlue,0.1,20,cpu,0,1309.86,21.07,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProPink,0.1,20,cpu,0,1102.4,18.67,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote9,0.1,30,cpu,0,1451.05,32.68,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProBlue,0.1,30,cpu,0,1323.99,21.32,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProPink,0.1,30,cpu,0,1127.43,19.22,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote9,0.1,40,cpu,0,1440.77,33.28,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProBlue,0.1,40,cpu,0,1330.85,21.92,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProPink,0.1,40,cpu,0,1141.58,20.0,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote9,0.1,50,cpu,0,1435.62,34.51,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProBlue,0.1,50,cpu,0,1308.27,22.42,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProPink,0.1,50,cpu,0,1116.88,20.42,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote9,0.2,10,cpu,0,1455.6,33.8,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProBlue,0.2,10,cpu,0,1286.58,21.53,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProPink,0.2,10,cpu,0,1075.43,18.99,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote9,0.2,20,cpu,0,1442.23,35.93,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProBlue,0.2,20,cpu,0,1259.37,22.69,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProPink,0.2,20,cpu,0,1052.5,20.2,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote9,0.2,30,cpu,0,1459.01,33.77,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProBlue,0.2,30,cpu,0,1283.31,21.46,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProPink,0.2,30,cpu,0,1068.61,18.82,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote9,0.2,40,cpu,0,1441.15,35.88,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProBlue,0.2,40,cpu,0,1262.0,22.74,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProPink,0.2,40,cpu,0,1057.54,20.29,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote9,0.2,50,cpu,0,1454.58,34.37,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProBlue,0.2,50,cpu,0,1275.33,21.77,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProPink,0.2,50,cpu,0,1061.31,19.14,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote9,0.3,10,cpu,0,1453.22,34.76,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProBlue,0.3,10,cpu,0,1268.86,21.96,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProPink,0.3,10,cpu,0,1053.97,19.29,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote9,0.3,20,cpu,0,1451.14,35.27,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProBlue,0.3,20,cpu,0,1261.11,22.21,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProPink,0.3,20,cpu,0,1045.71,19.52,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote9,0.3,30,cpu,0,1445.53,35.78,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProBlue,0.3,30,cpu,0,1257.73,22.54,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProPink,0.3,30,cpu,0,1046.66,19.95,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote9,0.3,40,cpu,0,1447.52,35.63,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProBlue,0.3,40,cpu,0,1258.18,22.44,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProPink,0.3,40,cpu,0,1045.48,19.81,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote9,0.3,50,cpu,0,1452.62,34.58,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProBlue,0.3,50,cpu,0,1273.19,21.9,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProPink,0.3,50,cpu,0,1060.13,19.29,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote9,0.4,10,cpu,0,1438.65,35.53,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProBlue,0.4,10,cpu,0,1274.12,22.66,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProPink,0.4,10,cpu,0,1074.01,20.36,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote9,0.4,20,cpu,0,1418.42,38.07,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProBlue,0.4,20,cpu,0,1278.53,24.69,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProPink,0.4,20,cpu,0,1108.86,23.03,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote9,0.4,30,cpu,0,1446.22,34.73,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProBlue,0.4,30,cpu,0,1278.95,22.12,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProPink,0.4,30,cpu,0,1073.03,19.69,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote9,0.4,40,cpu,0,1413.97,38.46,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProBlue,0.4,40,cpu,0,1297.2,25.3,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProPink,0.4,40,cpu,0,1136.91,23.86,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote9,0.4,50,cpu,0,1441.53,35.03,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProBlue,0.4,50,cpu,0,1278.85,22.38,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProPink,0.4,50,cpu,0,1077.71,20.06,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote9,0.5,10,cpu,0,1438.39,34.3,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProBlue,0.5,10,cpu,0,1306.02,22.23,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProPink,0.5,10,cpu,0,1112.34,20.17,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote9,0.5,20,cpu,0,1423.9,34.96,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProBlue,0.5,20,cpu,0,1337.77,23.3,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProPink,0.5,20,cpu,0,1158.05,21.64,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote9,0.5,30,cpu,0,1440.93,33.19,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProBlue,0.5,30,cpu,0,1331.15,21.96,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProPink,0.5,30,cpu,0,1144.63,20.07,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote9,0.5,40,cpu,0,1425.86,34.44,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProBlue,0.5,40,cpu,0,1344.39,23.13,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProPink,0.5,40,cpu,0,1165.78,21.47,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote9,0.5,50,cpu,0,1432.11,35.12,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProBlue,0.5,50,cpu,0,1299.1,22.78,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProPink,0.5,50,cpu,0,1109.78,20.79,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote9,0.6,10,cpu,0,1423.86,34.71,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProBlue,0.6,10,cpu,0,1342.48,23.37,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProPink,0.6,10,cpu,0,1166.22,21.72,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote9,0.6,20,cpu,0,1410.44,36.53,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProBlue,0.6,20,cpu,0,1373.48,25.38,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProPink,0.6,20,cpu,0,1212.97,24.04,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote9,0.6,30,cpu,0,1406.59,37.25,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProBlue,0.6,30,cpu,0,1399.98,26.44,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProPink,0.6,30,cpu,0,1248.3,25.27,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote9,0.6,40,cpu,0,1405.5,37.68,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProBlue,0.6,40,cpu,0,1398.46,26.82,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProPink,0.6,40,cpu,0,1251.42,25.69,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote9,0.6,50,cpu,0,1406.21,37.32,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProBlue,0.6,50,cpu,0,1410.1,26.69,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProPink,0.6,50,cpu,0,1260.33,25.56,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote9,0.7,10,cpu,0,1418.55,34.97,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProBlue,0.7,10,cpu,0,1365.23,24.04,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProPink,0.7,10,cpu,0,1194.64,22.53,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote9,0.7,20,cpu,0,1407.37,37.1,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProBlue,0.7,20,cpu,0,1396.53,26.34,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProPink,0.7,20,cpu,0,1245.21,25.17,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote9,0.7,30,cpu,0,1408.15,36.74,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProBlue,0.7,30,cpu,0,1401.4,26.09,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProPink,0.7,30,cpu,0,1246.65,24.89,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote9,0.7,40,cpu,0,1405.98,37.63,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProBlue,0.7,40,cpu,0,1411.81,27.02,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProPink,0.7,40,cpu,0,1266.67,25.97,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote9,0.7,50,cpu,0,1406.97,37.22,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProBlue,0.7,50,cpu,0,1405.31,26.62,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProPink,0.7,50,cpu,0,1256.05,25.49,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote9,0.8,10,cpu,0,1414.55,35.46,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProBlue,0.8,10,cpu,0,1375.46,24.58,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProPink,0.8,10,cpu,0,1207.46,23.13,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote9,0.8,20,cpu,0,1406.06,37.98,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProBlue,0.8,20,cpu,0,1393.01,26.77,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProPink,0.8,20,cpu,0,1244.72,25.66,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote9,0.8,30,cpu,0,1407.1,37.43,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProBlue,0.8,30,cpu,0,1393.29,26.38,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProPink,0.8,30,cpu,0,1240.94,25.21,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote9,0.8,40,cpu,0,1406.21,37.75,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProBlue,0.8,40,cpu,0,1397.52,26.68,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProPink,0.8,40,cpu,0,1248.15,25.56,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote9,0.8,50,cpu,0,1407.62,37.23,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProBlue,0.8,50,cpu,0,1388.75,26.16,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote10ProPink,0.8,50,cpu,0,1234.42,24.95,results_RN9_adv_cpu.csv
RedmiNote9,RedmiNote9,0.1,10,screen,1,1217.35,30.06,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProBlue,0.1,10,screen,1,857.41,16.2,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProPink,0.1,10,screen,1,715.28,13.78,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote9,0.1,20,screen,1,1176.51,29.03,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProBlue,0.1,20,screen,1,789.18,14.78,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProPink,0.1,20,screen,1,667.82,13.07,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote9,0.1,30,screen,1,1145.58,28.17,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProBlue,0.1,30,screen,1,802.83,14.51,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProPink,0.1,30,screen,1,657.65,12.77,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote9,0.1,40,screen,1,1114.38,27.78,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProBlue,0.1,40,screen,1,760.96,13.94,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProPink,0.1,40,screen,1,619.31,12.32,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote9,0.1,50,screen,1,1091.18,27.32,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProBlue,0.1,50,screen,1,796.4,14.14,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProPink,0.1,50,screen,1,626.27,12.29,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote9,0.2,10,screen,1,1180.59,29.3,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProBlue,0.2,10,screen,1,765.51,14.64,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProPink,0.2,10,screen,1,661.39,13.06,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote9,0.2,20,screen,1,1117.35,28.06,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProBlue,0.2,20,screen,1,747.1,13.89,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProPink,0.2,20,screen,1,615.79,12.34,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote9,0.2,30,screen,1,1096.0,27.82,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProBlue,0.2,30,screen,1,725.21,13.53,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProPink,0.2,30,screen,1,601.76,12.17,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote9,0.2,40,screen,1,1039.46,26.89,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProBlue,0.2,40,screen,1,771.94,13.77,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProPink,0.2,40,screen,1,595.77,11.94,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote9,0.2,50,screen,1,1030.68,26.82,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProBlue,0.2,50,screen,1,799.23,14.02,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProPink,0.2,50,screen,1,610.43,12.08,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote9,0.3,10,screen,1,1148.06,28.57,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProBlue,0.3,10,screen,1,772.73,14.32,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProPink,0.3,10,screen,1,645.02,12.72,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote9,0.3,20,screen,1,1081.18,27.41,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProBlue,0.3,20,screen,1,784.22,13.99,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProPink,0.3,20,screen,1,625.64,12.31,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote9,0.3,30,screen,1,1030.56,26.81,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProBlue,0.3,30,screen,1,814.77,14.15,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProPink,0.3,30,screen,1,627.66,12.25,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote9,0.3,40,screen,1,1002.27,26.33,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProBlue,0.3,40,screen,1,850.79,14.42,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProPink,0.3,40,screen,1,640.2,12.3,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote9,0.3,50,screen,1,1011.56,26.48,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProBlue,0.3,50,screen,1,823.09,14.17,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProPink,0.3,50,screen,1,626.23,12.18,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote9,0.4,10,screen,1,1126.98,28.14,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProBlue,0.4,10,screen,1,762.87,14.08,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProPink,0.4,10,screen,1,629.1,12.49,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote9,0.4,20,screen,1,1043.26,26.83,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProBlue,0.4,20,screen,1,789.06,13.93,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProPink,0.4,20,screen,1,605.94,12.02,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote9,0.4,30,screen,1,1003.41,26.28,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProBlue,0.4,30,screen,1,811.62,14.05,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProPink,0.4,30,screen,1,606.81,11.96,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote9,0.4,40,screen,1,977.21,25.93,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProBlue,0.4,40,screen,1,859.29,14.49,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProPink,0.4,40,screen,1,623.08,12.07,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote9,0.4,50,screen,1,1081.77,27.35,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProBlue,0.4,50,screen,1,760.17,13.76,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProPink,0.4,50,screen,1,607.92,12.13,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote9,0.5,10,screen,1,1116.8,27.59,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProBlue,0.5,10,screen,1,822.49,14.54,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProPink,0.5,10,screen,1,647.37,12.55,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote9,0.5,20,screen,1,1051.05,26.51,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProBlue,0.5,20,screen,1,841.68,14.42,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProPink,0.5,20,screen,1,634.99,12.24,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote9,0.5,30,screen,1,1013.66,26.2,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProBlue,0.5,30,screen,1,842.63,14.36,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProPink,0.5,30,screen,1,625.21,12.11,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote9,0.5,40,screen,1,996.51,25.91,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProBlue,0.5,40,screen,1,863.51,14.51,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProPink,0.5,40,screen,1,635.16,12.18,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote9,0.5,50,screen,1,1107.89,27.57,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProBlue,0.5,50,screen,1,801.5,14.3,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProPink,0.5,50,screen,1,632.39,12.39,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote9,0.6,10,screen,1,1080.61,27.18,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProBlue,0.6,10,screen,1,795.79,14.08,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProPink,0.6,10,screen,1,620.67,12.2,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote9,0.6,20,screen,1,1001.55,26.2,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProBlue,0.6,20,screen,1,862.33,14.52,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProPink,0.6,20,screen,1,638.33,12.25,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote9,0.6,30,screen,1,977.97,25.77,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProBlue,0.6,30,screen,1,911.72,14.92,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProPink,0.6,30,screen,1,662.71,12.43,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote9,0.6,40,screen,1,970.64,25.68,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProBlue,0.6,40,screen,1,947.03,15.26,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProPink,0.6,40,screen,1,686.06,12.66,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote9,0.6,50,screen,1,967.14,25.66,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProBlue,0.6,50,screen,1,938.81,15.18,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProPink,0.6,50,screen,1,678.52,12.58,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote9,0.7,10,screen,1,1058.62,27.0,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProBlue,0.7,10,screen,1,788.08,13.96,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProPink,0.7,10,screen,1,602.37,11.99,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote9,0.7,20,screen,1,984.51,25.93,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProBlue,0.7,20,screen,1,874.61,14.59,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProPink,0.7,20,screen,1,636.96,12.2,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote9,0.7,30,screen,1,970.54,25.79,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProBlue,0.7,30,screen,1,912.3,14.94,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProPink,0.7,30,screen,1,659.73,12.42,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote9,0.7,40,screen,1,966.5,25.57,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProBlue,0.7,40,screen,1,935.82,15.13,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProPink,0.7,40,screen,1,677.26,12.56,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote9,0.7,50,screen,1,965.61,25.58,results_RN9_adv_screen_recalc_scalers.csv
