train_device,test_device,fraction,epochs,freeze,recalc_scalers,MAE_mJ,MAPE_pct,source_file
RedmiNote9,RedmiNote10ProBlue,0.7,50,screen,1,938.58,15.16,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProPink,0.7,50,screen,1,678.55,12.58,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote9,0.8,10,screen,1,1040.6,26.91,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProBlue,0.8,10,screen,1,806.79,14.14,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProPink,0.8,10,screen,1,607.66,12.04,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote9,0.8,20,screen,1,983.1,25.98,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProBlue,0.8,20,screen,1,925.45,15.13,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProPink,0.8,20,screen,1,671.72,12.56,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote9,0.8,30,screen,1,970.59,25.83,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProBlue,0.8,30,screen,1,940.99,15.25,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProPink,0.8,30,screen,1,682.15,12.65,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote9,0.8,40,screen,1,969.52,25.77,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProBlue,0.8,40,screen,1,938.46,15.2,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProPink,0.8,40,screen,1,680.12,12.61,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote9,0.8,50,screen,1,966.71,25.65,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProBlue,0.8,50,screen,1,968.45,15.49,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote9,RedmiNote10ProPink,0.8,50,screen,1,698.53,12.78,results_RN9_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.1,10,none,1,1295.81,36.48,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.1,10,none,1,745.2,17.46,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.1,10,none,1,687.1,15.38,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.1,20,none,1,1246.77,34.39,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.1,20,none,1,625.59,14.95,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.1,20,none,1,681.77,15.01,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.1,30,none,1,1185.66,31.14,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.1,30,none,1,572.36,13.01,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.1,30,none,1,676.72,14.23,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.1,40,none,1,1152.34,28.79,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.1,40,none,1,551.81,11.98,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.1,40,none,1,674.04,13.71,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.1,50,none,1,1141.24,27.61,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.1,50,none,1,540.78,11.46,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.1,50,none,1,674.11,13.49,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.2,10,none,1,1242.18,34.54,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.2,10,none,1,631.95,15.18,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.2,10,none,1,684.45,15.17,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.2,20,none,1,1156.89,29.26,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.2,20,none,1,558.92,12.25,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.2,20,none,1,682.87,13.97,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.2,30,none,1,1143.21,27.56,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.2,30,none,1,541.07,11.45,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.2,30,none,1,678.31,13.54,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.2,40,none,1,1154.4,27.29,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.2,40,none,1,532.94,11.16,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.2,40,none,1,682.15,13.44,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.2,50,none,1,1151.48,27.29,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.2,50,none,1,533.03,11.16,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.2,50,none,1,673.76,13.33,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.3,10,none,1,1203.13,32.21,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.3,10,none,1,584.37,13.52,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.3,10,none,1,688.84,14.68,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.3,20,none,1,1144.29,27.68,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.3,20,none,1,542.27,11.5,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.3,20,none,1,679.22,13.56,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.3,30,none,1,1138.04,26.71,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.3,30,none,1,535.21,11.1,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.3,30,none,1,670.37,13.27,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.3,40,none,1,1138.5,26.63,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.3,40,none,1,533.69,11.09,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.3,40,none,1,674.46,13.32,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.3,50,none,1,1146.56,27.37,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.3,50,none,1,538.17,11.33,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.3,50,none,1,679.7,13.47,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.4,10,none,1,1171.13,30.21,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.4,10,none,1,564.97,12.58,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.4,10,none,1,682.27,14.13,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.4,20,none,1,1145.54,27.26,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.4,20,none,1,536.78,11.29,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.4,20,none,1,683.41,13.53,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.4,30,none,1,1143.2,26.59,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.4,30,none,1,530.77,10.99,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.4,30,none,1,670.35,13.22,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.4,40,none,1,1146.98,26.43,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.4,40,none,1,525.77,10.85,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.4,40,none,1,666.39,13.11,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.4,50,none,1,1151.8,26.63,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.4,50,none,1,526.94,10.9,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.4,50,none,1,665.62,13.09,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.5,10,none,1,1163.52,28.16,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.5,10,none,1,546.38,11.67,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.5,10,none,1,691.21,13.78,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.5,20,none,1,1151.86,26.62,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.5,20,none,1,533.73,11.03,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.5,20,none,1,683.92,13.41,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.5,30,none,1,1148.15,26.52,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.5,30,none,1,535.39,11.04,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.5,30,none,1,675.26,13.29,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.5,40,none,1,1150.85,26.65,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.5,40,none,1,532.07,11.04,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.5,40,none,1,676.68,13.3,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.5,50,none,1,1156.04,27.02,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.5,50,none,1,536.85,11.18,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.5,50,none,1,680.09,13.38,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.6,10,none,1,1163.3,27.57,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.6,10,none,1,540.94,11.37,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.6,10,none,1,685.14,13.52,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.6,20,none,1,1160.52,26.63,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.6,20,none,1,529.93,10.93,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.6,20,none,1,673.02,13.18,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.6,30,none,1,1168.94,26.54,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.6,30,none,1,523.25,10.76,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.6,30,none,1,676.83,13.17,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.6,40,none,1,1162.46,26.51,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.6,40,none,1,516.87,10.7,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.6,40,none,1,669.77,13.09,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.6,50,none,1,1152.19,26.17,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.6,50,none,1,506.87,10.5,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.6,50,none,1,659.28,12.92,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.7,10,none,1,1154.59,26.91,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.7,10,none,1,538.73,11.2,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.7,10,none,1,680.71,13.41,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.7,20,none,1,1158.16,26.33,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.7,20,none,1,527.97,10.86,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.7,20,none,1,676.72,13.22,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.7,30,none,1,1165.31,26.42,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.7,30,none,1,520.38,10.77,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.7,30,none,1,685.08,13.32,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.7,40,none,1,1166.61,26.49,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.7,40,none,1,520.26,10.78,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.7,40,none,1,675.51,13.17,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.7,50,none,1,1150.33,26.07,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.7,50,none,1,507.55,10.51,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.7,50,none,1,662.34,12.97,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.8,10,none,1,1153.6,26.92,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.8,10,none,1,537.0,11.17,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.8,10,none,1,677.06,13.34,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.8,20,none,1,1154.84,26.51,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.8,20,none,1,525.55,10.88,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.8,20,none,1,664.44,13.06,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.8,30,none,1,1154.95,26.79,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.8,30,none,1,526.0,10.92,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.8,30,none,1,670.02,13.18,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.8,40,none,1,1138.66,26.29,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.8,40,none,1,505.9,10.6,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.8,40,none,1,656.75,12.96,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.8,50,none,1,1154.01,26.6,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.8,50,none,1,527.03,10.91,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.8,50,none,1,665.89,13.09,results_RN10Blue_adv_none_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.1,10,screen,1,1264.75,33.35,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.1,10,screen,1,769.52,16.37,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.1,10,screen,1,679.19,13.98,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.1,20,screen,1,1249.27,32.52,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.1,20,screen,1,636.77,14.19,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.1,20,screen,1,674.79,13.82,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.1,30,screen,1,1224.34,31.06,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.1,30,screen,1,586.51,12.88,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.1,30,screen,1,672.0,13.57,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.1,40,screen,1,1210.61,30.07,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.1,40,screen,1,564.89,12.28,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.1,40,screen,1,671.33,13.44,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.1,50,screen,1,1199.79,29.35,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.1,50,screen,1,555.66,11.92,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.1,50,screen,1,659.84,13.18,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.2,10,screen,1,1254.28,32.81,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.2,10,screen,1,651.35,14.5,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.2,10,screen,1,675.24,13.87,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.2,20,screen,1,1215.09,30.34,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.2,20,screen,1,571.24,12.43,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.2,20,screen,1,671.75,13.47,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.2,30,screen,1,1201.7,29.26,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.2,30,screen,1,553.95,11.84,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.2,30,screen,1,665.6,13.24,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.2,40,screen,1,1204.23,28.98,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.2,40,screen,1,548.0,11.68,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.2,40,screen,1,675.7,13.34,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.2,50,screen,1,1199.28,28.99,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.2,50,screen,1,552.69,11.74,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.2,50,screen,1,662.1,13.16,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.3,10,screen,1,1234.58,31.47,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.3,10,screen,1,603.49,13.25,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.3,10,screen,1,675.3,13.66,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.3,20,screen,1,1204.32,29.59,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.3,20,screen,1,557.11,11.98,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.3,20,screen,1,665.39,13.29,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.3,30,screen,1,1203.07,29.17,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.3,30,screen,1,552.13,11.79,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.3,30,screen,1,667.71,13.26,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.3,40,screen,1,1203.07,28.79,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.3,40,screen,1,545.7,11.61,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.3,40,screen,1,672.23,13.29,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.3,50,screen,1,1198.31,28.99,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.3,50,screen,1,551.13,11.74,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.3,50,screen,1,660.06,13.15,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.4,10,screen,1,1222.65,30.73,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.4,10,screen,1,579.53,12.66,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.4,10,screen,1,675.7,13.57,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.4,20,screen,1,1207.26,29.31,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.4,20,screen,1,551.05,11.81,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.4,20,screen,1,676.49,13.39,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.4,30,screen,1,1199.56,28.74,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.4,30,screen,1,546.36,11.59,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.4,30,screen,1,663.23,13.15,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.4,40,screen,1,1201.9,28.7,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.4,40,screen,1,544.78,11.56,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.4,40,screen,1,666.66,13.19,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.4,50,screen,1,1201.66,28.43,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.4,50,screen,1,539.93,11.41,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.4,50,screen,1,663.88,13.11,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.5,10,screen,1,1217.97,29.43,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.5,10,screen,1,562.39,12.0,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.5,10,screen,1,676.99,13.38,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.5,20,screen,1,1206.86,28.65,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.5,20,screen,1,547.73,11.57,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.5,20,screen,1,668.37,13.19,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote9,0.5,30,screen,1,1203.92,28.5,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProBlue,0.5,30,screen,1,542.69,11.48,results_RN10Blue_adv_screen_recalc_scalers.csv
RedmiNote10ProBlue,RedmiNote10ProPink,0.5,30,screen,1,666.65,13.16,results_RN10Blue_adv_screen_recalc_scalers.csv
