train_device,test_device,fraction,epochs,freeze,recalc_scalers,MAE_mJ,MAPE_pct
RedmiNote10ProBlue,RedmiNote10ProPink,0.5,40,cpu,1,795.94,21.67
RedmiNote10ProBlue,RedmiNote9,0.5,50,cpu,1,1379.01,43.61
RedmiNote10ProBlue,RedmiNote10ProBlue,0.5,50,cpu,1,858.95,23.14
RedmiNote10ProBlue,RedmiNote10ProPink,0.5,50,cpu,1,801.51,21.71
RedmiNote10ProBlue,RedmiNote9,0.6,10,cpu,1,1377.34,42.8
RedmiNote10ProBlue,RedmiNote10ProBlue,0.6,10,cpu,1,866.42,23.06
RedmiNote10ProBlue,RedmiNote10ProPink,0.6,10,cpu,1,784.36,21.01
RedmiNote10ProBlue,RedmiNote9,0.6,20,cpu,1,1408.41,45.06
RedmiNote10ProBlue,RedmiNote10ProBlue,0.6,20,cpu,1,855.04,23.75
RedmiNote10ProBlue,RedmiNote10ProPink,0.6,20,cpu,1,813.37,22.47
RedmiNote10ProBlue,RedmiNote9,0.6,30,cpu,1,1400.87,44.64
RedmiNote10ProBlue,RedmiNote10ProBlue,0.6,30,cpu,1,856.96,23.7
RedmiNote10ProBlue,RedmiNote10ProPink,0.6,30,cpu,1,807.25,22.24
RedmiNote10ProBlue,RedmiNote9,0.6,40,cpu,1,1413.92,45.32
RedmiNote10ProBlue,RedmiNote10ProBlue,0.6,40,cpu,1,853.44,23.81
RedmiNote10ProBlue,RedmiNote10ProPink,0.6,40,cpu,1,816.44,22.6
RedmiNote10ProBlue,RedmiNote9,0.6,50,cpu,1,1401.24,44.79
RedmiNote10ProBlue,RedmiNote10ProBlue,0.6,50,cpu,1,855.41,23.68
RedmiNote10ProBlue,RedmiNote10ProPink,0.6,50,cpu,1,811.17,22.36
RedmiNote10ProBlue,RedmiNote9,0.7,10,cpu,1,1382.65,43.52
RedmiNote10ProBlue,RedmiNote10ProBlue,0.7,10,cpu,1,864.34,23.49
RedmiNote10ProBlue,RedmiNote10ProPink,0.7,10,cpu,1,796.12,21.68
RedmiNote10ProBlue,RedmiNote9,0.7,20,cpu,1,1407.24,45.08
RedmiNote10ProBlue,RedmiNote10ProBlue,0.7,20,cpu,1,858.09,24.08
RedmiNote10ProBlue,RedmiNote10ProPink,0.7,20,cpu,1,815.49,22.68
RedmiNote10ProBlue,RedmiNote9,0.7,30,cpu,1,1402.57,44.81
RedmiNote10ProBlue,RedmiNote10ProBlue,0.7,30,cpu,1,856.13,23.79
RedmiNote10ProBlue,RedmiNote10ProPink,0.7,30,cpu,1,812.62,22.44
RedmiNote10ProBlue,RedmiNote9,0.7,40,cpu,1,1420.64,45.34
RedmiNote10ProBlue,RedmiNote10ProBlue,0.7,40,cpu,1,852.82,23.74
RedmiNote10ProBlue,RedmiNote10ProPink,0.7,40,cpu,1,816.1,22.5
RedmiNote10ProBlue,RedmiNote9,0.7,50,cpu,1,1435.01,45.86
RedmiNote10ProBlue,RedmiNote10ProBlue,0.7,50,cpu,1,844.37,23.55
RedmiNote10ProBlue,RedmiNote10ProPink,0.7,50,cpu,1,825.71,22.67
RedmiNote10ProBlue,RedmiNote9,0.8,10,cpu,1,1383.71,43.54
RedmiNote10ProBlue,RedmiNote10ProBlue,0.8,10,cpu,1,862.95,23.47
RedmiNote10ProBlue,RedmiNote10ProPink,0.8,10,cpu,1,795.47,21.67
RedmiNote10ProBlue,RedmiNote9,0.8,20,cpu,1,1398.56,44.53
