train_device,test_device,fraction,epochs,freeze,recalc_scalers,MAE_mJ,MAPE_pct
RedmiNote9,RedmiNote10ProBlue,0.6,40,none,0,905.52,16.63
RedmiNote9,RedmiNote10ProPink,0.6,40,none,0,738.71,15.38
RedmiNote9,RedmiNote9,0.6,50,none,0,819.26,20.07
RedmiNote9,RedmiNote10ProBlue,0.6,50,none,0,915.32,16.74
RedmiNote9,RedmiNote10ProPink,0.6,50,none,0,739.34,15.37
RedmiNote9,RedmiNote9,0.7,10,none,0,915.82,21.44
RedmiNote9,RedmiNote10ProBlue,0.7,10,none,0,760.52,15.01
RedmiNote9,RedmiNote10ProPink,0.7,10,none,0,722.32,15.3
RedmiNote9,RedmiNote9,0.7,20,none,0,856.81,20.36
RedmiNote9,RedmiNote10ProBlue,0.7,20,none,0,862.69,16.13
RedmiNote9,RedmiNote10ProPink,0.7,20,none,0,718.99,15.17
RedmiNote9,RedmiNote9,0.7,30,none,0,834.9,20.06
RedmiNote9,RedmiNote10ProBlue,0.7,30,none,0,907.57,16.54
RedmiNote9,RedmiNote10ProPink,0.7,30,none,0,732.68,15.24
RedmiNote9,RedmiNote9,0.7,40,none,0,825.23,19.93
RedmiNote9,RedmiNote10ProBlue,0.7,40,none,0,930.14,16.82
RedmiNote9,RedmiNote10ProPink,0.7,40,none,0,752.3,15.49
RedmiNote9,RedmiNote9,0.7,50,none,0,809.75,19.71
RedmiNote9,RedmiNote10ProBlue,0.7,50,none,0,937.76,16.8
RedmiNote9,RedmiNote10ProPink,0.7,50,none,0,753.0,15.42
RedmiNote9,RedmiNote9,0.8,10,none,0,904.97,21.26
RedmiNote9,RedmiNote10ProBlue,0.8,10,none,0,793.08,15.44
RedmiNote9,RedmiNote10ProPink,0.8,10,none,0,726.16,15.37
RedmiNote9,RedmiNote9,0.8,20,none,0,849.23,20.66
RedmiNote9,RedmiNote10ProBlue,0.8,20,none,0,868.84,16.29
RedmiNote9,RedmiNote10ProPink,0.8,20,none,0,721.35,15.24
RedmiNote9,RedmiNote9,0.8,30,none,0,828.38,20.21
RedmiNote9,RedmiNote10ProBlue,0.8,30,none,0,923.9,16.8
RedmiNote9,RedmiNote10ProPink,0.8,30,none,0,747.49,15.44
RedmiNote9,RedmiNote9,0.8,40,none,0,815.3,19.91
RedmiNote9,RedmiNote10ProBlue,0.8,40,none,0,956.71,17.1
RedmiNote9,RedmiNote10ProPink,0.8,40,none,0,765.7,15.62
RedmiNote9,RedmiNote9,0.8,50,none,0,829.28,20.22
RedmiNote9,RedmiNote10ProBlue,0.8,50,none,0,928.53,16.88
RedmiNote9,RedmiNote10ProPink,0.8,50,none,0,748.78,15.49
