train_device,test_device,fraction,epochs,freeze,recalc_scalers,MAE_mJ,MAPE_pct
RedmiNote10ProBlue,RedmiNote9,0.5,20,screen,0,1184.12,28.94
RedmiNote10ProBlue,RedmiNote10ProBlue,0.5,20,screen,0,558.88,11.81
RedmiNote10ProBlue,RedmiNote10ProPink,0.5,20,screen,0,649.88,12.99
RedmiNote10ProBlue,RedmiNote9,0.5,30,screen,0,1184.74,28.47
RedmiNote10ProBlue,RedmiNote10ProBlue,0.5,30,screen,0,554.67,11.62
RedmiNote10ProBlue,RedmiNote10ProPink,0.5,30,screen,0,650.44,12.93
RedmiNote10ProBlue,RedmiNote9,0.5,40,screen,0,1185.32,28.89
RedmiNote10ProBlue,RedmiNote10ProBlue,0.5,40,screen,0,557.08,11.77
RedmiNote10ProBlue,RedmiNote10ProPink,0.5,40,screen,0,654.8,13.05
RedmiNote10ProBlue,RedmiNote9,0.5,50,screen,0,1184.84,28.6
RedmiNote10ProBlue,RedmiNote10ProBlue,0.5,50,screen,0,555.43,11.66
RedmiNote10ProBlue,RedmiNote10ProPink,0.5,50,screen,0,650.39,12.95
RedmiNote10ProBlue,RedmiNote9,0.6,10,screen,0,1193.76,29.64
RedmiNote10ProBlue,RedmiNote10ProBlue,0.6,10,screen,0,569.17,12.13
RedmiNote10ProBlue,RedmiNote10ProPink,0.6,10,screen,0,656.84,13.16
RedmiNote10ProBlue,RedmiNote9,0.6,20,screen,0,1187.74,28.53
RedmiNote10ProBlue,RedmiNote10ProBlue,0.6,20,screen,0,553.86,11.63
RedmiNote10ProBlue,RedmiNote10ProPink,0.6,20,screen,0,653.52,12.97
RedmiNote10ProBlue,RedmiNote9,0.6,30,screen,0,1190.49,28.12
RedmiNote10ProBlue,RedmiNote10ProBlue,0.6,30,screen,0,546.18,11.41
RedmiNote10ProBlue,RedmiNote10ProPink,0.6,30,screen,0,648.78,12.84
RedmiNote10ProBlue,RedmiNote9,0.6,40,screen,0,1193.57,27.99
RedmiNote10ProBlue,RedmiNote10ProBlue,0.6,40,screen,0,536.74,11.28
RedmiNote10ProBlue,RedmiNote10ProPink,0.6,40,screen,0,653.65,12.88
RedmiNote10ProBlue,RedmiNote9,0.6,50,screen,0,1195.42,27.82
RedmiNote10ProBlue,RedmiNote10ProBlue,0.6,50,screen,0,527.5,11.13
RedmiNote10ProBlue,RedmiNote10ProPink,0.6,50,screen,0,649.05,12.78
RedmiNote10ProBlue,RedmiNote9,0.7,10,screen,0,1191.6,29.5
RedmiNote10ProBlue,RedmiNote10ProBlue,0.7,10,screen,0,564.71,12.03
RedmiNote10ProBlue,RedmiNote10ProPink,0.7,10,screen,0,659.21,13.18
RedmiNote10ProBlue,RedmiNote9,0.7,20,screen,0,1186.62,28.31
RedmiNote10ProBlue,RedmiNote10ProBlue,0.7,20,screen,0,551.47,11.53
RedmiNote10ProBlue,RedmiNote10ProPink,0.7,20,screen,0,646.36,12.84
RedmiNote10ProBlue,RedmiNote9,0.7,30,screen,0,1194.59,28.08
RedmiNote10ProBlue,RedmiNote10ProBlue,0.7,30,screen,0,541.06,11.36
RedmiNote10ProBlue,RedmiNote10ProPink,0.7,30,screen,0,656.09,12.93
RedmiNote10ProBlue,RedmiNote9,0.7,40,screen,0,1190.71,27.9
RedmiNote10ProBlue,RedmiNote10ProBlue,0.7,40,screen,0,529.56,11.19
RedmiNote10ProBlue,RedmiNote10ProPink,0.7,40,screen,0,648.23,12.8
RedmiNote10ProBlue,RedmiNote9,0.7,50,screen,0,1189.96,27.84
RedmiNote10ProBlue,RedmiNote10ProBlue,0.7,50,screen,0,522.15,11.1
RedmiNote10ProBlue,RedmiNote10ProPink,0.7,50,screen,0,647.34,12.79
RedmiNote10ProBlue,RedmiNote9,0.8,10,screen,0,1186.77,29.31
